period,quarter,year,price_to_earning,price_to_book,roe,earning_per_share,equity_on_liability,asset_on_equity,equity_on_total_asset,roa,payable_on_equity,book_value_per_share_change,eps_change,book_value_per_share,company
2020-Q3,3,2020,5.9,1.0,0.2,1808.0,0.1,8.9,0.113,0.02,7.9,0.054,0.023,10642.0,MBB
2020-Q2,2,2020,5.0,0.9,0.207,1768.0,0.1,9.2,0.109,0.019,8.2,0.041,0.045,10101.0,MBB
2020-Q1,1,2020,4.3,0.7,0.201,1692.0,0.1,9.2,0.108,0.019,8.2,-0.081,-0.182,9700.0,MBB
2019-Q4,4,2019,6.5,1.3,0.221,2070.0,0.1,10.3,0.097,0.02,9.3,0.058,0.066,10556.0,MBB
2019-Q3,3,2019,7.6,1.5,0.218,1943.0,0.1,10.5,0.095,0.02,9.5,0.061,0.06,9973.0,MBB
2019-Q2,2,2019,6.8,1.3,0.218,1833.0,0.1,11.3,0.088,0.019,10.3,-0.017,0.072,9402.0,MBB
2019-Q1,1,2019,7.6,1.4,0.202,1709.0,0.1,10.6,0.094,0.018,9.6,0.057,0.051,9562.0,MBB
2018-Q4,4,2018,6.9,1.2,0.202,1627.0,0.1,10.6,0.094,0.018,9.6,0.029,0.216,9044.0,MBB
2018-Q3,3,2018,10.0,1.5,0.173,1338.0,0.1,10.4,0.097,0.016,9.4,0.06,0.126,8788.0,MBB
2018-Q2,2,2018,10.8,1.5,0.161,1188.0,0.1,10.6,0.094,0.015,9.6,0.01,0.091,8292.0,MBB
2018-Q1,1,2018,15.5,2.1,0.151,1089.0,0.1,10.2,0.098,0.015,9.2,0.048,0.191,8212.0,MBB
2017-Q4,4,2017,13.3,1.5,0.129,915.0,0.1,10.6,0.094,0.012,9.6,0.04,-0.077,7834.0,MBB
2017-Q3,3,2017,10.5,1.4,0.144,991.0,0.1,10.3,0.097,0.014,9.3,0.042,0.132,7533.0,MBB
2017-Q2,2,2017,11.6,1.4,0.132,875.0,0.1,10.1,0.099,0.013,9.1,0.038,0.091,7227.0,MBB
2017-Q1,1,2017,8.7,1.0,0.125,802.0,0.1,9.5,0.105,0.013,8.5,-0.011,0.065,6962.0,MBB
2016-Q4,4,2016,8.1,0.9,0.119,753.0,0.1,9.6,0.104,0.012,8.6,0.033,0.051,7037.0,MBB
2016-Q3,3,2016,8.6,0.9,0.116,717.0,0.1,9.3,0.107,0.012,8.3,0.045,0.06,6811.0,MBB
2016-Q2,2,2016,9.2,1.0,0.122,676.0,0.1,9.7,0.103,0.012,8.7,0.052,-0.008,6516.0,MBB
2016-Q1,1,2016,8.7,1.0,0.127,681.0,0.1,9.8,0.102,0.012,8.7,0.036,0.034,6195.0,MBB
2015-Q4,4,2015,9.2,1.0,0.127,659.0,0.1,9.8,0.102,0.012,8.8,0.02,-0.033,5979.0,MBB
2015-Q3,3,2015,9.1,1.1,0.132,681.0,0.1,9.4,0.106,0.013,8.4,0.247,-0.006,5861.0,MBB
2015-Q2,2,2015,8.6,1.3,0.152,685.0,0.1,11.5,0.087,0.013,10.5,0.037,0.05,4702.0,MBB
2015-Q1,1,2015,8.2,1.2,0.15,653.0,0.1,11.5,0.087,0.013,10.5,0.035,-0.003,4536.0,MBB
2024-Q4,4,2024,49.3,3.3,0.07,1389.0,0.4,4.9,0.205,0.014,2.6,0.025,0.472,21025.0,MSN
2024-Q3,3,2024,80.2,3.7,0.048,944.0,0.4,5.2,0.191,0.009,2.7,-0.123,0.925,20512.0,MSN
2024-Q2,2,2024,152.3,3.2,0.023,490.0,0.4,4.7,0.214,0.005,2.4,0.258,1.289,23380.0,MSN
2024-Q1,1,2024,346.4,4.0,0.012,214.0,0.4,5.5,0.182,0.002,2.8,0.006,-0.264,18582.0,MSN
2023-Q4,4,2023,230.2,3.6,0.016,291.0,0.4,5.5,0.18,0.003,2.9,-0.008,-0.487,18465.0,MSN
2023-Q3,3,2023,134.6,4.1,0.031,567.0,0.4,5.4,0.185,0.006,2.8,0.011,-0.378,18620.0,MSN
2023-Q2,2,2023,82.5,4.1,0.047,911.0,0.4,5.3,0.188,0.01,2.8,0.004,-0.401,18422.0,MSN
2023-Q1,1,2023,51.2,4.2,0.081,1519.0,0.3,5.5,0.181,0.016,2.9,0.009,-0.387,18350.0,MSN
2022-Q4,4,2022,37.5,5.1,0.121,2479.0,0.3,5.4,0.185,0.027,2.9,0.02,-0.627,18182.0,MSN
2022-Q3,3,2022,14.9,5.6,0.405,6644.0,0.4,5.0,0.2,0.076,2.6,-0.122,-0.059,17833.0,MSN
2022-Q2,2,2022,15.7,5.5,0.402,7064.0,0.4,4.3,0.233,0.083,2.2,0.062,0.019,20301.0,MSN
2022-Q1,1,2022,17.0,6.2,0.457,6932.0,0.4,4.5,0.221,0.083,2.4,-0.167,0.158,19110.0,MSN
2021-Q4,4,2021,23.6,6.2,0.351,5984.0,0.5,3.8,0.26,0.071,2.0,0.525,2.581,22931.0,MSN
2021-Q3,3,2021,70.5,7.8,0.114,1671.0,0.4,5.7,0.174,0.021,2.8,0.008,0.141,15037.0,MSN
2021-Q2,2,2021,62.3,6.1,0.094,1464.0,0.4,5.7,0.177,0.019,2.8,0.32,0.397,14918.0,MSN
2021-Q1,1,2021,72.3,6.7,0.051,1047.0,0.3,7.2,0.139,0.014,3.6,0.01,0.209,11302.0,MSN
2020-Q4,4,2020,84.0,6.5,0.042,866.0,0.3,7.3,0.138,0.012,3.6,-0.225,-0.489,11194.0,MSN
2020-Q3,3,2020,26.0,3.1,0.089,1697.0,0.4,5.3,0.188,0.027,2.8,-0.112,-0.363,14441.0,MSN
2020-Q2,2,2020,16.4,2.7,0.139,2664.0,0.4,4.5,0.22,0.044,2.4,-0.454,-0.178,16255.0,MSN
2020-Q1,1,2020,12.2,1.3,0.127,3240.0,1.0,2.5,0.403,0.054,1.0,-0.179,-0.312,29769.0,MSN
2019-Q4,4,2019,11.8,1.5,0.154,4707.0,1.1,2.3,0.44,0.069,0.9,0.271,0.059,36237.0,MSN
2019-Q3,3,2019,17.3,2.7,0.205,4444.0,1.1,2.2,0.465,0.076,0.9,0.076,0.393,28500.0,MSN
2019-Q2,2,2019,25.5,3.1,0.156,3191.0,1.1,2.2,0.46,0.057,0.9,0.035,-0.241,26495.0,MSN
2019-Q1,1,2019,19.6,3.2,0.22,4206.0,1.2,2.2,0.464,0.078,0.9,0.024,0.01,25587.0,MSN
2018-Q4,4,2018,18.2,3.0,0.222,4164.0,1.1,2.2,0.457,0.077,0.9,0.674,-0.133,24977.0,MSN
2018-Q3,3,2018,18.9,6.1,0.309,4801.0,0.5,3.7,0.272,0.087,1.9,0.036,-0.002,14925.0,MSN
2018-Q2,2,2018,16.1,5.4,0.322,4810.0,0.5,3.8,0.265,0.088,1.9,0.146,0.542,14412.0,MSN
2018-Q1,1,2018,35.7,8.8,0.243,3118.0,0.5,4.2,0.24,0.057,2.2,0.001,0.187,12577.0,MSN
2017-Q4,4,2017,28.6,6.0,0.206,2628.0,0.5,4.3,0.234,0.045,2.1,-0.223,0.439,12567.0,MSN
2017-Q3,3,2017,29.6,3.3,0.124,1826.0,0.6,3.5,0.289,0.031,1.6,0.045,-0.025,16169.0,MSN
2017-Q2,2,2017,22.0,2.7,0.13,1873.0,0.6,3.6,0.279,0.033,1.7,0.177,-0.203,15470.0,MSN
2017-Q1,1,2017,19.6,3.5,0.181,2350.0,0.4,4.4,0.229,0.041,2.3,0.016,-0.006,13140.0,MSN
2016-Q4,4,2016,17.1,3.1,0.175,2364.0,0.4,4.8,0.209,0.039,2.6,-0.034,0.018,12940.0,MSN
2016-Q3,3,2016,18.9,3.3,0.174,2322.0,0.5,4.6,0.216,0.039,2.1,0.008,0.276,13401.0,MSN
2016-Q2,2,2016,22.8,3.1,0.138,1820.0,0.5,4.4,0.229,0.031,2.0,0.041,0.244,13297.0,MSN
2016-Q1,1,2016,30.5,3.5,0.115,1463.0,0.5,4.5,0.224,0.03,1.9,-0.092,0.168,12780.0,MSN
2015-Q4,4,2015,38.6,3.4,0.093,1252.0,0.6,4.3,0.231,0.024,1.7,0.058,-0.25,14073.0,MSN
2015-Q3,3,2015,27.6,3.5,0.131,1668.0,0.6,4.4,0.227,0.034,1.7,0.022,0.108,13295.0,MSN
2015-Q2,2,2015,33.5,3.9,0.12,1505.0,0.6,4.6,0.215,0.03,1.7,0.905,0.492,13007.0,MSN
2015-Q1,1,2015,47.6,7.0,0.08,1008.0,0.6,6.1,0.164,0.025,1.8,-0.006,0.103,6827.0,MSN
2024-Q4,4,2024,23.4,3.1,0.146,2546.0,0.7,2.5,0.395,0.057,1.5,0.031,0.255,18992.0,MWG
2024-Q3,3,2024,33.6,3.7,0.118,2028.0,0.7,2.5,0.402,0.047,1.5,0.03,0.346,18416.0,MWG
2024-Q2,2,2024,41.4,3.5,0.089,1507.0,0.7,2.5,0.397,0.035,1.5,0.033,1.101,17873.0,MWG
2024-Q1,1,2024,70.6,2.9,0.043,717.0,0.7,2.5,0.398,0.018,1.4,0.083,5.255,17298.0,MWG
2023-Q4,4,2023,370.1,2.7,0.007,114.0,0.6,2.6,0.388,0.003,1.6,0.004,-0.759,15974.0,MWG
2023-Q3,3,2023,109.5,3.3,0.03,476.0,0.7,2.5,0.397,0.012,1.5,0.002,-0.555,15913.0,MWG
2023-Q2,2,2023,39.8,2.7,0.069,1070.0,0.6,2.6,0.391,0.026,1.6,-0.03,-0.416,15887.0,MWG
2023-Q1,1,2023,20.7,2.3,0.117,1831.0,0.8,2.3,0.444,0.046,1.3,0.001,-0.347,16379.0,MWG
2022-Q4,4,2022,15.0,2.6,0.185,2805.0,0.8,2.3,0.428,0.069,1.3,0.027,-0.187,16365.0,MWG
2022-Q3,3,2022,18.2,3.9,0.24,3450.0,0.6,2.6,0.38,0.091,1.6,0.041,0.025,15941.0,MWG
2022-Q2,2,2022,20.9,4.6,0.242,3368.0,0.6,2.6,0.378,0.087,1.6,0.027,-0.017,15320.0,MWG
2022-Q1,1,2022,20.8,4.8,0.258,3424.0,0.5,2.9,0.349,0.089,1.9,0.071,0.022,14914.0,MWG
2021-Q4,4,2021,20.0,4.8,0.273,3349.0,0.5,3.1,0.323,0.09,2.1,0.084,0.145,13926.0,MWG
2021-Q3,3,2021,21.7,4.9,0.252,2925.0,0.6,2.7,0.375,0.094,1.7,0.03,-0.037,12853.0,MWG
2021-Q2,2,2021,16.5,4.0,0.273,3038.0,0.5,3.0,0.338,0.096,2.0,0.077,0.077,12478.0,MWG
2021-Q1,1,2021,15.2,3.7,0.272,2820.0,0.5,2.9,0.34,0.095,1.9,0.096,0.053,11586.0,MWG
2020-Q4,4,2020,14.7,3.7,0.284,2677.0,0.5,3.0,0.335,0.089,2.0,0.017,0.021,10573.0,MWG
2020-Q3,3,2020,13.0,3.3,0.29,2621.0,0.6,2.7,0.374,0.105,1.7,0.066,0.026,10395.0,MWG
2020-Q2,2,2020,10.3,2.7,0.303,2555.0,0.6,2.7,0.372,0.105,1.7,0.067,-0.047,9747.0,MWG
2020-Q1,1,2020,7.1,2.1,0.336,2682.0,0.6,2.8,0.363,0.117,1.8,-0.463,-0.501,9136.0,MWG
2019-Q4,4,2019,13.9,4.4,0.363,5378.0,0.4,3.4,0.291,0.11,2.4,0.076,0.046,17024.0,MWG
2019-Q3,3,2019,16.1,5.2,0.377,5143.0,0.5,2.9,0.349,0.127,1.9,0.082,0.06,15827.0,MWG
2019-Q2,2,2019,12.5,4.2,0.386,4852.0,0.5,3.1,0.318,0.121,2.1,0.041,0.112,14623.0,MWG
2019-Q1,1,2019,12.5,3.9,0.36,4365.0,0.5,3.0,0.329,0.115,2.0,0.115,0.081,14043.0,MWG
2018-Q4,4,2018,13.9,4.5,0.387,4038.0,0.5,3.1,0.319,0.113,2.1,0.1,0.044,12591.0,MWG
2018-Q3,3,2018,15.9,5.4,0.412,3869.0,0.5,3.1,0.319,0.131,2.1,0.086,0.031,11442.0,MWG
2018-Q2,2,2018,14.7,5.2,0.439,3753.0,0.4,3.2,0.309,0.137,2.2,0.034,0.09,10534.0,MWG
2018-Q1,1,2018,15.6,5.3,0.421,3443.0,0.4,3.3,0.307,0.13,2.3,0.23,0.113,10187.0,MWG
2017-Q4,4,2017,20.2,7.5,0.453,3093.0,0.3,3.9,0.259,0.117,2.9,0.127,0.109,8284.0,MWG
2017-Q3,3,2017,19.9,7.5,0.456,2790.0,0.5,3.2,0.315,0.148,2.2,0.121,0.098,7353.0,MWG
2017-Q2,2,2017,19.3,7.5,0.466,2541.0,0.5,3.1,0.319,0.16,2.1,0.064,0.055,6560.0,MWG
2017-Q1,1,2017,16.5,6.4,0.471,2409.0,0.5,3.2,0.312,0.156,2.2,0.145,0.089,6167.0,MWG
2016-Q4,4,2016,16.7,6.8,0.499,2212.0,0.4,3.9,0.259,0.143,2.9,0.102,0.015,5385.0,MWG
2016-Q3,3,2016,15.1,6.7,0.552,2179.0,0.5,2.9,0.342,0.207,1.9,0.125,0.069,4886.0,MWG
2016-Q2,2,2016,14.3,6.7,0.579,2038.0,0.6,2.6,0.387,0.242,1.6,0.068,0.155,4343.0,MWG
2016-Q1,1,2016,9.9,4.3,0.546,1764.0,0.6,2.7,0.364,0.216,1.7,0.168,0.174,4067.0,MWG
2015-Q4,4,2015,12.1,5.2,0.542,1503.0,0.5,2.9,0.342,0.201,1.9,0.154,0.159,3481.0,MWG
2015-Q3,3,2015,10.9,4.7,0.537,1296.0,0.8,2.2,0.447,0.241,1.2,0.117,0.138,3016.0,MWG
2015-Q2,2,2015,14.9,6.3,0.533,1139.0,0.9,2.1,0.479,0.26,1.1,0.136,0.108,2701.0,MWG
2024-Q4,4,2024,18.2,2.0,0.111,2274.0,0.6,3.1,0.32,0.036,1.8,0.022,-0.032,20475.0,PLX
2024-Q3,3,2024,18.9,2.2,0.118,2349.0,0.7,2.8,0.363,0.039,1.4,0.001,-0.184,20031.0,PLX
2024-Q2,2,2024,14.2,2.0,0.146,2878.0,0.6,2.9,0.34,0.047,1.6,-0.058,0.12,20007.0,PLX
2024-Q1,1,2024,14.0,1.7,0.125,2569.0,0.6,3.0,0.334,0.044,1.7,0.041,0.161,21248.0,PLX
2023-Q4,4,2023,15.0,1.6,0.111,2213.0,0.6,3.0,0.328,0.037,1.7,0.025,-0.158,20403.0,PLX
2023-Q3,3,2023,13.7,1.8,0.137,2627.0,0.5,3.2,0.309,0.044,1.9,0.02,0.237,19904.0,PLX
2023-Q2,2,2023,16.6,1.8,0.112,2124.0,0.5,3.2,0.311,0.034,1.9,-0.01,0.452,19510.0,PLX
2023-Q1,1,2023,24.2,1.8,0.074,1463.0,0.7,2.7,0.365,0.024,1.4,0.02,0.254,19716.0,PLX
2022-Q4,4,2022,25.7,1.6,0.06,1167.0,0.6,3.0,0.333,0.021,1.7,0.054,0.63,19332.0,PLX
2022-Q3,3,2022,41.7,1.6,0.038,716.0,0.6,3.0,0.328,0.014,1.7,0.004,0.026,18335.0,PLX
2022-Q2,2,2022,52.3,2.0,0.037,698.0,0.5,3.5,0.286,0.012,2.1,-0.09,-0.632,18267.0,PLX
2022-Q1,1,2022,26.4,2.5,0.099,1898.0,0.5,3.3,0.306,0.033,1.9,0.019,-0.148,20072.0,PLX
2021-Q4,4,2021,22.8,2.6,0.122,2227.0,0.8,2.6,0.389,0.045,1.3,0.02,-0.107,19698.0,PLX
2021-Q3,3,2021,20.7,2.7,0.141,2493.0,0.8,2.5,0.398,0.053,1.2,0.006,-0.197,19310.0,PLX
2021-Q2,2,2021,17.6,2.9,0.178,3105.0,0.7,2.8,0.36,0.062,1.5,0.04,0.119,19190.0,PLX
2021-Q1,1,2021,19.5,2.9,0.167,2774.0,0.7,2.8,0.364,0.059,1.4,0.107,2.632,18458.0,PLX
2020-Q4,4,2020,70.0,3.2,0.044,763.0,0.7,2.9,0.346,0.016,1.5,0.037,-0.041,16667.0,PLX
2020-Q3,3,2020,61.8,3.1,0.048,796.0,0.7,2.8,0.355,0.018,1.5,0.026,-0.095,16078.0,PLX
2020-Q2,2,2020,48.6,2.7,0.056,880.0,0.6,3.0,0.333,0.019,1.6,0.06,-0.085,15669.0,PLX
2020-Q1,1,2020,36.5,2.4,0.06,962.0,0.7,2.9,0.341,0.021,1.5,-0.186,-0.717,14788.0,PLX
2019-Q4,4,2019,15.0,2.8,0.198,3397.0,0.7,2.7,0.373,0.073,1.4,0.049,0.035,18158.0,PLX
2019-Q3,3,2019,16.8,3.2,0.2,3281.0,0.8,2.6,0.379,0.069,1.3,0.104,0.038,17307.0,PLX
2019-Q2,2,2019,17.2,3.5,0.207,3159.0,0.6,2.9,0.34,0.064,1.6,-0.103,0.001,15677.0,PLX
2019-Q1,1,2019,16.5,3.0,0.184,3158.0,0.7,2.7,0.374,0.065,1.4,0.084,0.082,17480.0,PLX
2018-Q4,4,2018,15.9,2.9,0.181,2919.0,0.7,2.8,0.363,0.06,1.4,0.045,-0.024,16122.0,PLX
2018-Q3,3,2018,20.8,4.0,0.195,2993.0,0.6,3.2,0.313,0.062,1.8,0.039,0.009,15427.0,PLX
2018-Q2,2,2018,17.3,3.5,0.183,2967.0,0.5,3.5,0.282,0.06,2.1,-0.116,0.117,14846.0,PLX
2018-Q1,1,2018,26.3,4.2,0.16,2657.0,0.6,3.0,0.329,0.055,1.7,0.045,-0.026,16791.0,PLX
2017-Q4,4,2017,23.0,3.9,0.172,2728.0,0.6,3.3,0.307,0.057,1.7,0.048,-0.185,16075.0,PLX
2017-Q3,3,2017,15.7,3.4,0.227,3348.0,0.6,3.1,0.324,0.077,1.6,-0.128,-0.038,15332.0,PLX
2024-Q4,4,2024,15.0,2.8,0.182,3376.0,2.7,1.4,0.696,0.128,0.4,-0.066,0.004,18152.0,SAB
2024-Q3,3,2024,16.6,2.9,0.172,3361.0,4.4,1.3,0.774,0.131,0.2,0.046,0.018,19442.0,SAB
2024-Q2,2,2024,17.0,3.0,0.176,3303.0,2.8,1.4,0.698,0.125,0.4,-0.053,0.021,18593.0,SAB
2024-Q1,1,2024,16.4,2.7,0.168,3233.0,4.6,1.3,0.783,0.13,0.2,0.04,0.007,19635.0,SAB
2023-Q4,4,2023,17.9,3.0,0.174,3210.0,3.0,1.4,0.711,0.12,0.3,-0.04,-0.023,18878.0,SAB
2023-Q3,3,2023,20.1,3.4,0.17,3285.0,3.8,1.3,0.755,0.125,0.3,0.042,-0.066,19667.0,SAB
2023-Q2,2,2023,19.9,3.7,0.191,3517.0,3.1,1.4,0.719,0.139,0.3,0.005,-0.101,18870.0,SAB
2023-Q1,1,2023,21.3,4.4,0.221,3914.0,4.3,1.3,0.765,0.164,0.2,0.041,-0.039,18782.0,SAB
2022-Q4,4,2022,18.4,4.2,0.236,4072.0,2.5,1.5,0.671,0.161,0.4,-0.051,-0.049,18042.0,SAB
2022-Q3,3,2022,19.1,4.3,0.241,4283.0,3.2,1.4,0.718,0.176,0.3,0.06,0.195,19003.0,SAB
2022-Q2,2,2022,19.1,3.8,0.21,3583.0,3.6,1.4,0.734,0.153,0.3,0.075,0.17,17933.0,SAB
2022-Q1,1,2022,23.0,4.2,0.19,3061.0,3.2,1.4,0.716,0.138,0.3,0.008,0.068,16686.0,SAB
2021-Q4,4,2021,25.0,4.3,0.179,2867.0,2.9,1.4,0.696,0.127,0.3,0.0,-0.04,16546.0,SAB
2021-Q3,3,2021,51.3,9.2,0.187,2985.0,3.9,1.3,0.747,0.136,0.3,0.02,-0.199,16550.0,SAB
2021-Q2,2,2021,44.4,10.2,0.243,3725.0,3.5,1.4,0.729,0.175,0.3,0.049,-0.034,16233.0,SAB
2021-Q1,1,2021,45.7,11.4,0.267,3854.0,3.6,1.4,0.736,0.193,0.3,-0.502,-0.477,15477.0,SAB
2020-Q4,4,2020,25.7,6.1,0.244,7365.0,3.4,1.4,0.728,0.174,0.3,0.007,0.107,31094.0,SAB
2020-Q3,3,2020,26.5,5.7,0.226,6652.0,3.2,1.4,0.715,0.163,0.3,0.074,0.002,30883.0,SAB
2020-Q2,2,2020,22.7,5.2,0.237,6642.0,3.1,1.4,0.705,0.17,0.3,0.07,-0.06,28760.0,SAB
2020-Q1,1,2020,16.7,4.4,0.272,7068.0,3.2,1.4,0.712,0.192,0.3,-0.084,-0.103,26870.0,SAB
2019-Q4,4,2019,27.9,7.5,0.299,7880.0,2.9,1.4,0.697,0.205,0.3,0.052,0.03,29324.0,SAB
2019-Q3,3,2019,33.2,9.1,0.284,7653.0,3.3,1.4,0.722,0.205,0.3,0.02,0.092,27882.0,SAB
2019-Q2,2,2019,37.6,9.6,0.271,7011.0,3.4,1.4,0.729,0.195,0.3,0.085,0.05,27337.0,SAB
2019-Q1,1,2019,35.8,9.5,0.279,6677.0,3.0,1.4,0.701,0.196,0.3,0.074,0.026,25191.0,SAB
2018-Q4,4,2018,39.4,10.9,0.291,6510.0,2.6,1.5,0.672,0.188,0.4,-0.096,-0.069,23459.0,SAB
2018-Q3,3,2018,30.0,8.1,0.285,6991.0,3.3,1.4,0.724,0.203,0.3,0.06,-0.027,25959.0,SAB
2018-Q2,2,2018,29.6,8.7,0.312,7183.0,3.2,1.4,0.713,0.219,0.3,0.084,-0.02,24496.0,SAB
2018-Q1,1,2018,31.0,10.1,0.348,7326.0,3.0,1.4,0.698,0.238,0.3,0.058,-0.003,22595.0,SAB
2017-Q4,4,2017,31.6,10.9,0.377,7346.0,2.0,1.6,0.62,0.228,0.5,-0.076,0.055,21355.0,SAB
2017-Q3,3,2017,34.8,10.5,0.317,6966.0,3.0,1.4,0.698,0.203,0.3,0.074,-0.028,23119.0,SAB
2017-Q2,2,2017,27.1,9.0,0.338,7169.0,2.8,1.5,0.687,0.214,0.4,0.103,-0.012,21531.0,SAB
2017-Q1,1,2017,25.7,9.5,0.352,7255.0,2.6,1.5,0.667,0.229,0.4,0.106,0.04,19517.0,SAB
2016-Q4,4,2016,26.4,10.4,0.367,6978.0,1.8,1.7,0.588,0.219,0.6,-0.155,0.102,17649.0,SAB
2016-Q3,3,2016,,,0.303,6334.0,1.7,1.7,0.59,0.186,0.6,0.002,0.047,20888.0,SAB
2016-Q2,2,2016,,,0.301,6049.0,1.7,1.7,0.587,0.175,0.6,-0.039,0.139,20857.0,SAB
2016-Q1,1,2016,,,0.252,5309.0,2.1,1.6,0.635,0.157,0.5,0.065,-0.002,21701.0,SAB
2015-Q4,4,2015,,,0.27,5317.0,1.9,1.7,0.606,0.158,0.5,-0.029,0.057,20379.0,SAB
2015-Q3,3,2015,,,0.25,5031.0,2.1,1.6,0.644,0.16,0.5,0.083,0.021,20980.0,SAB
2015-Q2,2,2015,,,0.26,4926.0,1.6,1.7,0.576,0.154,0.6,-0.055,0.033,19374.0,SAB
2015-Q1,1,2015,,,0.252,4770.0,1.8,1.6,0.611,0.154,0.5,0.151,0.04,20504.0,SAB
2024-Q4,4,2024,5.1,0.8,0.171,2267.0,0.1,12.9,0.077,0.013,11.9,0.038,0.18,14230.0,SHB
2024-Q3,3,2024,5.2,0.7,0.148,1922.0,0.1,12.3,0.081,0.012,11.3,-0.006,-0.039,13714.0,SHB
2024-Q2,2,2024,4.9,0.7,0.157,2000.0,0.1,11.8,0.085,0.013,10.8,0.055,0.043,13799.0,SHB
2024-Q1,1,2024,5.1,0.8,0.158,1918.0,0.1,11.7,0.086,0.013,10.7,0.066,0.044,13081.0,SHB
2023-Q4,4,2023,5.1,0.8,0.161,1837.0,0.1,12.6,0.079,0.013,11.6,0.007,0.014,12269.0,SHB
2023-Q3,3,2023,5.3,0.8,0.161,1812.0,0.1,12.0,0.083,0.013,11.0,0.04,-0.067,12182.0,SHB
2023-Q2,2,2023,4.7,0.8,0.181,1943.0,0.1,12.3,0.081,0.014,11.3,0.039,-0.013,11712.0,SHB
2023-Q1,1,2023,4.0,0.7,0.191,1969.0,0.1,12.4,0.08,0.015,11.4,-0.035,-0.064,11269.0,SHB
2022-Q4,4,2022,3.8,0.7,0.196,2103.0,0.1,12.9,0.078,0.015,11.9,0.011,-0.056,11674.0,SHB
2022-Q3,3,2022,3.9,0.8,0.23,2229.0,0.1,12.5,0.08,0.016,11.5,0.059,0.155,11548.0,SHB
2022-Q2,2,2022,4.9,0.9,0.213,1930.0,0.1,13.1,0.076,0.014,12.1,0.056,0.134,10900.0,SHB
2022-Q1,1,2022,8.9,1.5,0.197,1701.0,0.1,13.6,0.073,0.013,12.6,0.047,0.236,10326.0,SHB
2021-Q4,4,2021,11.9,1.7,0.166,1376.0,0.1,14.2,0.07,0.011,13.2,0.244,0.063,9858.0,SHB
2021-Q3,3,2021,16.6,2.7,0.178,1294.0,0.1,16.2,0.062,0.011,15.2,0.08,0.187,7925.0,SHB
2021-Q2,2,2021,21.3,3.2,0.16,1090.0,0.1,17.3,0.058,0.009,16.3,0.037,0.147,7339.0,SHB
2021-Q1,1,2021,19.9,2.7,0.154,951.0,0.1,16.3,0.061,0.009,15.3,-0.11,0.07,7077.0,SHB
2020-Q4,4,2020,14.1,1.6,0.127,889.0,0.1,16.9,0.059,0.007,15.9,0.022,-0.003,7953.0,SHB
2020-Q3,3,2020,12.7,1.5,0.13,891.0,0.1,16.8,0.059,0.007,15.8,0.046,0.078,7785.0,SHB
2020-Q2,2,2020,11.6,1.3,0.126,827.0,0.1,17.1,0.058,0.007,16.1,0.189,-0.001,7443.0,SHB
2020-Q1,1,2020,10.8,1.4,0.14,828.0,0.1,19.2,0.052,0.007,18.2,-0.107,-0.124,6261.0,SHB
2019-Q4,4,2019,4.2,0.6,0.143,944.0,0.1,19.5,0.051,0.007,18.5,0.028,0.066,7015.0,SHB
2019-Q3,3,2019,4.5,0.6,0.138,885.0,0.1,19.6,0.051,0.007,18.6,0.045,0.135,6825.0,SHB
2019-Q2,2,2019,5.3,0.6,0.126,780.0,0.1,19.6,0.051,0.006,18.6,0.021,0.17,6531.0,SHB
2019-Q1,1,2019,6.8,0.7,0.11,667.0,0.1,19.5,0.051,0.006,18.5,0.031,0.121,6399.0,SHB
2018-Q4,4,2018,9.1,0.9,0.101,595.0,0.1,19.5,0.051,0.005,18.5,0.031,0.01,6207.0,SHB
2018-Q3,3,2018,11.6,1.1,0.107,589.0,0.1,18.7,0.054,0.006,17.7,0.033,-0.086,6019.0,SHB
2018-Q2,2,2018,9.6,1.1,0.117,644.0,0.1,19.6,0.051,0.006,18.6,0.022,0.013,5824.0,SHB
2018-Q1,1,2018,15.2,1.7,0.118,636.0,0.1,18.9,0.053,0.006,17.9,0.023,0.102,5700.0,SHB
2017-Q4,4,2017,11.3,1.2,0.109,577.0,0.1,18.7,0.053,0.006,17.7,0.111,0.121,5574.0,SHB
2017-Q3,3,2017,10.9,1.1,0.108,514.0,0.1,19.8,0.051,0.006,18.8,-0.035,0.193,5016.0,SHB
2017-Q2,2,2017,12.3,1.0,0.09,431.0,0.1,18.0,0.055,0.005,17.0,0.03,0.24,5196.0,SHB
2017-Q1,1,2017,11.5,0.8,0.074,347.0,0.1,18.4,0.054,0.004,17.4,0.013,0.001,5045.0,SHB
2016-Q4,4,2016,9.3,0.6,0.076,347.0,0.1,17.7,0.057,0.004,16.7,0.11,0.084,4979.0,SHB
2016-Q3,3,2016,9.3,0.7,0.074,320.0,0.1,18.0,0.056,0.004,17.0,0.027,0.013,4485.0,SHB
2016-Q2,2,2016,12.5,0.9,0.075,316.0,0.1,18.2,0.055,0.004,17.2,0.009,-0.043,4367.0,SHB
2016-Q1,1,2016,12.8,1.0,0.079,330.0,0.1,17.6,0.057,0.005,16.6,0.026,0.098,4330.0,SHB
2015-Q4,4,2015,14.0,1.0,0.074,301.0,0.1,18.2,0.055,0.004,17.2,0.016,0.017,4220.0,SHB
2015-Q3,3,2015,14.7,1.0,0.074,296.0,0.1,16.6,0.06,0.005,15.6,0.023,0.003,4152.0,SHB
